fileid,filename,pretty_midi,instruments,rtcid
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_tiger_rag_cook_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Tiger Rag - Cook ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_doll_dance_the_linderman_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Doll Dance, The - Linderman ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_thats_a_plenty_williams_cook_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/That's A Plenty (Williams) - Cook ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ragged_jack_bradshaw_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ragged Jack - Bradshaw ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_cascades_the_unk_21_09a04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Cascades, The - unk (21-09a04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ophelia_rag_scott_unk_19_04a05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ophelia Rag (Scott) - unk (19-04a05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_maple_leaf_rag_joplin_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Maple Leaf Rag - Joplin ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_sun_flower_slow_drag_unk_20_01a06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Sun Flower Slow Drag - unk (20-01a06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_country_club_unk_20_01a02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Country Club - unk (20-01a02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_lily_rag_the_unk_20_10a09_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Lily Rag, The - unk (20-10a09) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_florida_rag_lowry_cook_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Florida Rag (Lowry) - Cook ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_finger_breaker_the_morton_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Finger Breaker, The - Morton ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_that_gosh_darned_two_step_rag_unk_20_07b05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/That Gosh-Darned Two Step Rag - unk (20-07b05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_jamaica_jinjer_van_alstyne_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Jamaica Jinjer - Van Alstyne ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_red_rambler_rag_unk_20_10a05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Red Rambler Rag - unk (20-10a05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_shreveport_stomp_morton_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Shreveport Stomp - Morton ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_pan_am_rag_unk_21_09a02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Pan-Am Rag - unk (21-09a02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ragtime_nightingale_unk_19_04a03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ragtime Nightingale - unk (19-04a03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_cascades_the_unk_19_04b07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Cascades, The - unk (19-04b07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_steamboat_rag_burnett_unk_19_05a01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Steamboat Rag (Burnett) - unk (19-05a01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_bunch_o_blackberries_unk_20_07a02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Bunch O' Blackberries - unk (20-07a02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_texas_rag_jackson_unk_19_05a06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Texas Rag (Jackson) - unk (19-05a06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_grandpas_spells_morton_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Grandpa's Spells - Morton ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_creole_belles_unk_20_07a01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Creole Belles - unk (20-07a01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_fig_leaf_unk_20_01b01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Fig Leaf - unk (20-01b01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_pastime_rag_no._3_unk_19_03b03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Pastime Rag No. 3 - unk (19-03b03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_merry_go_round_rag_unk_19_05a07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Merry-Go-Round Rag - unk (19-05a07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_vanity_pratt_unk_19_06a01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Vanity (Pratt) - unk (19-06a01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_whats_the_matter_now_williams_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/What's The Matter Now - Williams ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_pippin_the_unk_21_09b05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Pippin, The - unk (21-09b05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_thoroughbred_rag_unk_20_02b02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Thoroughbred Rag - unk (20-02b02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_britannia_rag_pardey_warlock_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Britannia Rag - Pardey & Warlock ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_rag_time_nightmare_a_unk_21_09b03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Rag-Time Nightmare, A - unk (21-09b03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_aggravation_rag_unk_19_04b06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Aggravation Rag - unk (19-04b06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_apple_jack_unk_20_03a06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Apple Jack - unk (20-03a06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ol_pianola_rag_the_guarnieri_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ol' Pianola Rag, The - Guarnieri ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_farewell_blues_blake_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Farewell Blues - Blake ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_that_teasin_rag_unk_19_06a03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/That Teasin' Rag - unk (19-06a03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_kismet_rag_unk_19_01a01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Kismet Rag - unk (19-01a01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_nola_linderman_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Nola - Linderman ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_st_louis_rag_the_turpin_unk_01_08a03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/St Louis Rag, The (Turpin) - unk (01-08a03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_black_wasp_rag_unk_20_10b05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Black Wasp Rag - unk (20-10b05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_alabama_rag_lamb_unk_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Alabama Rag (Lamb) - unk ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_decatur_street_blues_unk_21_05a01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Decatur Street Blues - unk (21-05a01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_patricia_rag_unk_20_02b05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Patricia Rag - unk (20-02b05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_palm_leaf_rag_unk_19_01b03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Palm Leaf Rag - unk (19-01b03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_grace_and_beauty_unk_01_08a07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Grace And Beauty - unk (01-08a07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_black_diamond_rag_lodge_unk_19_04b01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Black Diamond Rag (Lodge) - unk (19-04b01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_palm_beach_roberts_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Palm Beach - Roberts ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_bunny_hug_rag_de_costa_unk_19_06b02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Bunny Hug Rag (De Costa) - unk (19-06b02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ham_and_unk_20_03a05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ham And ! - unk (20-03a05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_jamaica_jinjer_confrey_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Jamaica Jinjer - Confrey ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_weeping_willow_joplin_unk_19_01b02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Weeping Willow (Joplin) - unk (19-01b02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_if_i_could_be_with_you_shipman_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/If I Could Be With You - Shipman ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ragtime_dream_the_goodwin_brown_unk_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ragtime Dream, The (Goodwin & Brown) - unk ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_panama_rag_polla_unk_19_06a05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Panama Rag (Polla) - unk (19-06a05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_something_doing_joplin_hayden_unk_19_01b05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Something Doing (Joplin & Hayden) - unk (19-01b05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_wiggle_rag_unk_19_05b03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Wiggle Rag - unk (19-05b03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_cotton_time_unk_20_07b03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Cotton Time - unk (20-07b03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_bees_wax_unk_19_06a04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Bees Wax - unk (19-06a04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_tek_nik_ality_rag_unk_19_05b04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Tek-Nik-Ality Rag - unk (19-05b04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_colonial_rag_unk_20_03b04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Colonial Rag - unk (20-03b04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_limehouse_blues_unk_19_06b07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Limehouse Blues - unk (19-06b07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_coon_band_contest_a_unk_20_03a07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Coon Band Contest, A - unk (20-03a07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_top_liner_rag_unk_19_02b02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Top Liner Rag - unk (19-02b02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_broadway_rag_scott_unk_20_02a05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Broadway Rag (Scott) - unk (20-02a05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_polar_bear_rag_unk_20_10b02_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Polar Bear Rag - unk (20-10b02) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_dill_pickles_unk_20_03b06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Dill Pickles - unk (20-03b06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_hawaiian_blues_murray_unk_19_08b06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Hawaiian Blues (Murray) - unk (19-08b06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_easy_winners_the_morath_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Easy Winners, The - Morath ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_kinklets_unk_20_03b05_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Kinklets - unk (20-03b05) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_kansas_city_rag_unk_19_02a06_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Kansas City Rag - unk (19-02a06) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_majestic_rag_unk_21_10b03_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Majestic Rag - unk (21-10b03) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_keep_movin_johnson_unk_20_10b04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Keep Movin' (Johnson) - unk (20-10b04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_root_beer_rag_joel_cramer_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Root Beer Rag (Joel) - Cramer ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_hello_ma_baby_unk_20_09b01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Hello! Ma Baby - unk (20-09b01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_dixie_dimples_scott_unk_20_02a01_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Dixie Dimples (Scott) - unk (20-02a01) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_get_happy_arlen_koehler_tatum_trans_cook_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Get Happy (Arlen & Koehler) - Tatum (trans Cook) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_creepy_feeling_morton_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Creepy Feeling - Morton ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_pastime_rag_no._4_unk_19_03b04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Pastime Rag No. 4 - unk (19-03b04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ivory_rag_cook_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ivory Rag - Cook ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_jack_rabbit_garcia_unk_20_10a07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Jack Rabbit (Garcia) - unk (20-10a07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_muskrat_ramble_song_cook_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Muskrat Ramble [song] - Cook ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_solace_unk_20_01a04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Solace - unk (20-01a04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_knice_and_knifty_straight_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Knice And Knifty - Straight ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_it_takes_love_to_cure_the_hearts_disease_johnson_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/It Takes Love To Cure The Heart's Disease - Johnson ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_swamptown_shuffle_unk_19_07b04_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Swamptown Shuffle - unk (19-07b04) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_ragging_the_scale_claypoole_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Ragging The Scale - Claypoole ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_yellow_dog_blues_baker_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Yellow Dog Blues - Baker ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_oceana_roll_the_unk_21_06b07_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Oceana Roll, The - unk (21-06b07) ex Pianocorder.mid",True,[0],-1
pianocorder_pg_music_pianodisc_live_need_to_check_pianocorder_titles_pianocorder_to_check_paragon_rag_bolcom_ex_pianocorder,"Pianocorder, PG Music, PianoDisc & Live (need to check Pianocorder titles)/Pianocorder to check/Paragon Rag - Bolcom ex Pianocorder.mid",True,[0],-1
