fileid,title,composer,year,year_alt,rtctype,ts_pm,silence_pm,silence_beats_pm,quant_pct_pm,ts_m21,silence_beats_m21,quant_m21,onset_pct_m21,true_ts,part0_avgpitch,part1_avgpitch,part0_numnotes,part1_numnotes,do_not_use,part_pitch_diff
wilson_chestnut_valley_rag_wilson,Chestnut Valley Rag,"Tichenor, Trebor Jay",1966,,Y,2/4,0,0,0.980610761,['2/4@0.0'],0,"(2185, 2145)",0.981693364,,73.70512821,53.05851528,1092,1145,,20.64661292
macdonald_chestnuts_macdonald,Chestnuts,"Wenrich, Percy",1906,,R,2/4,0,0,1,['2/4@0.0'],0,"(1510, 1510)",1,,69.99223947,52.7173913,902,736,,17.27484816
cowles_chestnuts_cowles,Chestnuts,"Wenrich, Percy",1906,,R,2/4,0,0,0.201725282,['2/4@0.0'],0,"(1510, 1510)",1,,69.97571744,52.65710383,906,732,,17.31861361
wilson_chevy_chase_the_wilson,"Chevy Chase, The","Blake, Eubie",1914,,R,4/4,0,0,0.803063457,['4/4@0.0'],0,"(2736, 2389)",0.873172515,,72.5211548,54.05978261,2009,1104,,18.46137219
cowles_chewin_the_rag_heltman_cowles,Chewin' The Rag,"Heltman, Fred",1912,,R,2/4,1.1111115,1.5,0.136722174,['2/4@0.0'],1.5,"(2288, 2242)",0.979895105,,76.35805861,54.08737864,1092,1236,,22.27067997
schwartz_chicago_rapid_transit_schwartz,Chicago Rapid Transit,"McClellan, George",1999,,Y,4/4,0,0,0.051750381,['4/4@0.0'],0,"(2642, 2521)",0.954201363,,78.16100543,53.46731055,1472,1346,,24.69369489
trachtman_chicken_chowder_trachtman,Chicken Chowder,"Giblin, Irene M.",1905,,R,2/4,0.7236845,1.375,0.866715222,['2/4@0.0'],1.375,"(2833, 2810)",0.991881398,,76.66364903,53.30863358,1436,1471,,23.35501544
cowles_chicken_chowder_cowles,Chicken Chowder,"Giblin, Irene M.",1905,,R,2/4,0.783019233,1.383333333,0.193806922,['2/4@0.0'],1.375,"(2824, 2798)",0.990793201,,76.65958953,53.29993183,1413,1467,,23.35965769
cowles_chicken_on_the_fence_cowles,Chicken On The Fence,"Ellis, Jacob Henry",1905,,R,2/4,0,0,0.146720368,['2/4@0.0'],0,"(1738, 1723)",0.99136939,,75.43584305,52.24475524,943,858,,23.19108781
cowles_chicken_reel_cowles,Chicken Reel,"Daly, Joseph M.",1910,,R,2/4,1.163889471,1.745833333,0.144650929,['2/4@0.0'],1.75,"(1991, 1978)",0.993470618,,78.31366765,56.30983118,1017,1007,,22.00383647
cowles_chiclets_cowles,Chiclets,"Towle, Joseph",1906,,R,2/4,1.104938658,1.491666667,0.148520085,['2/4@0.0'],1.5,"(1884, 1870)",0.992569002,,71.3721374,53.60962567,1048,935,,17.76251174
crausaz_orton_chiff_chaff_orton_ex_gordon,Chiff Chaff,"Gordon, Thomas (Tom) Renton",1977,,R,2/4,0,0,0.984223736,['2/4@0.0'],0,"(2793, 2752)",0.985320444,,77.30842607,52.58167675,1887,1157,,24.72674932
macdonald_chili_sauce_fischler_macdonald,Chili-Sauce,"Fischler, Harry A.",1910,,R,2/4,0,0,1,['2/4@0.0'],0,"(1777, 1777)",1,,72.63157895,54.10010764,912,929,,18.5314713
macdonald_chills_and_fever_macdonald,Chills And Fever,"Bennett, Theron C.",1912,,R,4/4,1.24557,3.75,0.982445875,['4/4@0.0'],3.75,"(1709, 1679)",0.982445875,,71.09457237,55.82170543,1216,645,,15.27286694
macdonald_chimes_macdonald,Chimes,"Denney, Homer",1910,,R,2/4,0.9375,1.5,0.981947484,['2/4@0.0'],1.5,"(1834, 1805)",0.984187568,,73.89225941,57.58512931,956,928,,16.3071301
cowles_chimes_denney_cowles,Chimes,"Denney, Homer",1910,,R,2/4,0.9677415,1.5,0.554580362,['2/4@0.0'],1.5,"(1829, 1805)",0.986878075,,73.91798107,57.58405172,951,928,,16.33392935
wilson_chimes_of_dixie_wilson,Chimes Of Dixie,"Lamb, Joseph F.",1960,,R,2/4,0.999999,1.5,1,['2/4@0.0'],1.5,"(2666, 2666)",1,,72.38921713,53.75376506,1354,1328,,18.63545207
reublin_china_boy_reublin,China Boy,"Winfree, Dick & Boutelje, Phil",1922,,S,4/4,1.14284,4,0.603383459,['4/4@0.0'],4,"(557, 534)",0.958707361,,75.7987988,58.06113537,333,229,,17.73766343
macdonald_chinatown_rag_the_meyer_macdonald,"Chinatown Rag, The","Meyer, George W.",1910,,R,4/4,1.5444825,3.75,0.948430493,['4/4@0.0'],3.75,"(2233, 2144)",0.960143305,,76.71988988,52.25781991,1453,1055,,24.46206998
ex_mathew_christmas_bells_rag_ford_ex_mathew,Christmas Bells Rag,"Ford, Adrian",2001,,Y,2/2,0,0,1,['2/2@0.0'],0,"(2474, 2474)",1,,78.18945487,53.64168451,1119,1401,,24.54777036
misc_sequencers_m_r_chromatic_rag_held_prust_ex_wilson,Chromatic Rag,"Held, Will",1916,,R,2/4,0,0,0.988718775,['2/4@0.0'],0,"(2634, 2606)",0.98936978,,75.23655914,55.94237288,1209,1475,,19.29418626
misc_sequencers_a_e_chrysanthemum_the_boudrant,"Chrysanthemum, The","Joplin, Scott",1904,,I,4/4,0,0,0.994840929,['4/4@0.0'],0,"(2326, 2315)",0.995270851,,54.94449047,73.91759657,1207,1165,,-18.97310609
misc_sequencers_a_e_chrysanthemum_the_davis,"Chrysanthemum, The","Joplin, Scott",1904,,I,2/4,0,0,0.995283019,['2/4@0.0'],0,"(2301, 2275)",0.988700565,,73.67600989,55.22832817,1213,1292,,18.44768172
misc_sequencers_s_z_excl_unks_chrysanthemum_the_stratton_ex_cowles,"Chrysanthemum, The","Joplin, Scott",1904,,I,2/4,0,0,0.995283019,['2/4@0.0'],0,"(2301, 2275)",0.988700565,,73.67600989,55.225058,1213,1293,,18.45095189
misc_sequencers_m_r_chrysanthemum_the_powell,"Chrysanthemum, The","Joplin, Scott",1904,,I,2/4,0,0,0.995297136,['2/4@0.0'],0,"(2285, 2279)",0.997374179,,73.66363636,55.18515563,1210,1253,,18.47848074
electriclef_witherwax_chrysanthemum_the_witherwax,"Chrysanthemum, The","Joplin, Scott",1904,,I,2/4,1.5,2,0.995280995,['2/4@0.0'],2,"(2284, 2273)",0.995183888,,73.52419355,54.89643745,1240,1207,,18.6277561
macdonald_chrysanthemum_the_macdonald,"Chrysanthemum, The","Joplin, Scott",1904,,I,2/4,0,0,0.995272884,['2/4@0.0'],0,"(2305, 2294)",0.995227766,,73.76063386,54.97710548,1199,1223,,18.78352838
crausaz_orton_cindy_belle_crausaz_ex_gordon,Cindy Belle,"Gordon, Thomas (Tom) Renton",1967,,R,2/4,0.07894725,0.125,0.94787107,['2/4@0.0'],0.125,"(3438, 3135)",0.911867365,,72.63737166,65.73402675,2435,1346,,6.903344917
hiawatha_radna_cinnamon_rag_radna,Cinnamon Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(3284, 3284)",1,,70.17835757,46.46566524,2338,1398,,23.71269233
cowles_circus_solly_cowles,Circus Solly,"Van Stone, G. C.",1905,,M,2/4,0,0,0.116860465,['2/4@0.0'],0,"(1718, 1716)",0.998835856,,70.79270833,54.94563986,960,883,,15.84706847
macdonald_cleanin_up_in_georgia_macdonald,Cleanin' Up In Georgia,"Guy, Harry P.",1899,,R,2/4,0,0,0.995760466,['2/4@0.0'],0,"(1887, 1887)",1,,68.59157895,52.74089069,950,988,,15.85068826
cowles_cleopatra_rag_cowles,Cleopatra Rag,"Lamb, Joseph F.",1915,,R,2/4,0,0,0.120652641,['2/4@0.0'],0,"(2315, 2127)",0.918790497,,75.18623482,54.76083467,1235,1246,,20.42540015
misc_sequencers_m_r_cleopatras_asp_mcclellan,Cleopatra's Asp,"McClellan, George",2001,,Y,4/4,0,0,0.994301994,['4/4@0.0'],0,"(3207, 3189)",0.994387278,,75.91585014,56.48573281,1735,1542,,19.43011733
macdonald_cleopha_macdonald,Cleopha,"Joplin, Scott",1902,,M,2/4,0.854868517,1.499009956,0.996877788,['2/4@0.0'],1.5,"(2219, 2217)",0.999098693,,74.04063745,53.9585134,1255,1157,,20.08212405
cowles_cleopha_cowles,Cleopha,"Joplin, Scott",1902,,M,2/4,1.332088975,1.4875,0.144067797,['2/4@0.0'],1.5,"(2249, 2249)",1,,74.08808725,53.96363636,1192,1155,,20.12445088
trachtman_cleopha_trachtman,Cleopha,"Joplin, Scott",1902,,M,2/4,0.839865,1.5,0.897859054,['2/4@0.0'],1.5,"(2240, 2240)",1,,74.09966499,53.91731266,1194,1161,,20.18235233
electriclef_witherwax_cleopha_witherwax,Cleopha,"Joplin, Scott",1902,,M,2/4,1.874999,3.5,1,['2/4@0.0'],2,"(2249, 2249)",1,,73.99009083,53.73855634,1211,1136,,20.2515345
misc_sequencers_m_r_cleopha_marsh_ex_msn,Cleopha,"Joplin, Scott",1902,,M,2/4,0.91,1.516666667,0.944620971,['2/4@0.0'],1.5,"(2210, 2177)",0.985067873,,74.11949153,53.83893196,1180,1161,,20.28055957
schwartz_cleopha_schwartz,Cleopha,"Joplin, Scott",1902,,M,2/4,0.8653845,1.5,0.907391304,['2/4@0.0'],1.5,"(2594, 2594)",1,,74.09006004,52.65661253,1499,1293,,21.43344751
roache_climax_rag_roache,Climax Rag,"Scott, James",1914,,R,2/4,3.041349229,5.302083333,0.706355591,['2/4@0.0'],2,"(2511, 1970)",0.784547989,,78.37521319,55.87816307,1759,1067,,22.49705012
misc_sequencers_f_l_climax_rag_hobbs,Climax Rag,"Scott, James",1914,,R,2/4,3.317708333,5.308333333,0.722920892,['2/4@0.0'],2,"(2482, 2011)",0.810233683,,78.36588168,55.59201558,1741,1027,,22.7738661
macdonald_climax_rag_macdonald,Climax Rag,"Scott, James",1914,,R,2/4,0.8152175,1.25,0.99750727,['2/4@0.0'],1.25,"(2426, 2426)",1,,78.62389641,55.39846006,1699,1039,,23.22543635
misc_sequencers_a_e_climax_rag_davis,Climax Rag,"Scott, James",1914,,R,2/4,0.75,1.25,0.999588477,['2/4@0.0'],1.25,"(2429, 2429)",1,,77.47180451,53.40022422,1596,892,,24.0715803
macdonald_climbers_the_macdonald,"Climbers, The","Sizemore, Arthur L.",1911,,R,2/4,1.1413045,1.75,0.993473193,['2/4@0.0'],1.75,"(2144, 2130)",0.993470149,,69.31678082,49.99906455,1168,1069,,19.31771628
cowles_cloud_kisser_cowles,Cloud Kisser,"Johnson, Charles L. (as Birch, Raymond)",1911,,R,2/4,1.252976692,1.754166667,0.138827677,['2/4@0.0'],1.75,"(2269, 2213)",0.975319524,,69.91250959,54.6125,1303,1120,,15.30000959
reublin_clover_blossom_blues_keyes_et_al_reublin,Clover Blossom Blues,"Keyes, Gilbert , Erdman, Ernie & Meinken, Fred",1922,,P,4/4,0,0,0.961147086,['4/4@0.0'],0,"(1087, 1045)",0.961361546,,67.28346457,49.56584362,635,486,,17.71762095
wilson_clover_club_wilson,Clover Club,"Arndt, Felix",1918,,F,2/2,0,0,0.905227162,['2/2@0.0'],0,"(2047, 1856)",0.906692721,,70.67182663,55.40723982,1292,884,,15.26458681
macdonald_clover_leaf_rag_polla_macdonald,Clover Leaf Rag,"Polla, William C. (as Seymour, Cy)",1909,,M,2/4,0,0,1,['2/4@0.0'],0,"(2462, 2462)",1,,73.23335298,53.55708661,1697,1016,,19.67626636
hiawatha_radna_coffee_cake_rag_radna,Coffee Cake Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,0.998087954,['2/4@0.0'],0,"(2148, 2148)",1,,71.26812689,49.83738318,1324,1070,,21.43074371
wilson_coffee_rag_wilson,Coffee Rag,"Coffee, Lily",1915,,R,2/4,0.999999,1.5,0.993034826,['2/4@0.0'],1.5,"(2014, 2004)",0.995034757,,79.28876509,54.97324083,1077,1009,,24.31552426
intartaglia_ex_intartaglia_coffee_rag_intartaglia,Coffee Rag,"Coffee, Lily",1915,,R,4/4,0.88917425,1.4375,0.040492259,['4/4@0.0'],3.5,"(2504, 2314)",0.924121406,,67.3742515,42.75,2672,4,notsplit,24.6242515
hiawatha_radna_coffin_house_rag_radna,Coffin House Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2285, 2285)",1,,70.13455882,50.61566485,1360,1098,,19.51889398
misc_sequencers_f_l_cole_smoak_haley_ex_cowles,Cole Smoak,"St John, Clarence H.",1906,,R,2/4,0,0,1,['2/4@0.0'],0,"(2444, 2444)",1,,72.94692949,52.75265554,1319,1318,,20.19427395
macdonald_cole_smoak_macdonald,Cole Smoak,"St John, Clarence H.",1906,,R,2/4,0,0,0.997131148,['2/4@0.0'],0,"(2447, 2445)",0.999182673,,74.125,52.74127466,1320,1318,,21.38372534
schwartz_collins_street_rag_schwartz,Collins Street Rag,"Copeland, Paul",2000,,Y,2/4,1.463414,2,0.779730282,['2/4@0.0'],2,"(2561, 2550)",0.995704803,,75.42416452,54.63820423,1556,1136,,20.7859603
macdonald_colonial_glide_macdonald,Colonial Glide,"Pratt, Paul Charles",1910,,R,2/4,1.125,1.5,0.998397436,['2/4@0.0'],1.5,"(2496, 2492)",0.998397436,,77.01944012,56.28122545,1286,1273,,20.73821467
cowles_colored_aristocracy_cowles,Colored Aristocracy,"Bernard, Gus W.",1899,,R,2/4,1.014204275,1.4875,0.147498376,['2/4@0.0'],1.5,"(1567, 1547)",0.987236758,,74.056231,54.92079208,658,909,,19.13543892
wilson_colored_major_the_wilson,"Colored Major, The","Henry*, S. R.",1900,,M,2/4,0,0,0.998453608,['2/4@0.0'],0,"(1971, 1968)",0.99847793,,72.48710866,53.12080537,1086,894,,19.36630329
misc_sequencers_a_e_combination_march_boudrant,Combination March,"Joplin, Scott",1896,,M,4/4,1.5,3,1,['4/4@0.0'],3,"(2191, 2191)",1,,52.9930192,73.88538682,1146,1047,,-20.89236762
decker_kermit_laura_morgan_msn_midibiz_btd_combination_march_unk_ex_midibiz,Combination March,"Joplin, Scott",1896,,M,4/4,1.285713,3,1,['4/4@0.0'],3,"(2157, 2157)",1,,73.72890995,53.33905967,1055,1106,,20.38985028
cowles_combination_march_cowles,Combination March,"Joplin, Scott",1896,,M,4/4,1.1265625,3.004166667,0.146587265,['4/4@0.0'],3,"(2183, 2183)",1,,73.75688509,52.94424779,1053,1130,,20.8126373
macdonald_combination_march_macdonald,Combination March,"Joplin, Scott",1896,,M,4/4,1.000611,3,0.997251489,['4/4@0.0'],3,"(2507, 2216)",0.88392501,,75.7037037,52.98141593,1377,1130,,22.72228777
cowles_contentment_cowles,Contentment,"Lamb, Joseph F.",1915,,R,2/4,1.239582838,1.4875,0.138487681,['2/4@0.0'],1.5,"(2385, 2373)",0.994968553,,75.03083392,55.77520071,1427,1121,,19.2556332
summers_contentment_summers,Contentment,"Lamb, Joseph F.",1915,,R,2/4,0,0,0.999145299,['2/4@0.0'],0,"(2516, 2514)",0.999205087,,75.14417614,55.79500891,1408,1122,,19.34916722
pitt_payne_continental_the_pitt_payne,"Continental, The","Conrad, Con",1934,,S,4/4,1.371428,4,0.943127962,['4/4@0.0'],4,"(1206, 1132)",0.938640133,,67.08759124,57.45462478,274,1146,,9.632966459
hiawatha_radna_continental_the_radna_radna,"Continental, The","Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(3209, 3209)",1,,76.88661417,52.95392279,1905,1606,,23.93269138
macdonald_coon_hollow_capers_macdonald,Coon Hollow Capers,"Gillis, Frank R.",1899,,S,2/4,0,0,0.993169399,['2/4@0.0'],0,"(1464, 1456)",0.994535519,,73.75737265,53.48696845,746,729,,20.2704042
macdonald_coon_serenade_a_irish_macdonald,"Coon Serenade, A","Irish, M. H.",1903,,R,4/4,0,0,1,['4/4@0.0'],0,"(1642, 1642)",1,,71.55119826,50.76932224,918,841,,20.78187602
ex_mathew_coons_ragtime_beattie_ex_mathew,Coon's Ragtime,"Albert, Michael Fran‚àö√üois",1902,,N,2/4,0,0,0.856072555,['2/4@0.0'],0,"(2548, 2448)",0.960753532,,70.46329114,50.26666667,1185,1395,,20.19662447
hiawatha_radna_cornucopia_rag_radna,Cornucopia Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2830, 2830)",1,,68.47197197,47.57233704,1998,1258,,20.89963493
hiawatha_radna_cosmopolitan_rag_radna,Cosmopolitan Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2316, 2316)",1,,75.65848375,53.63351254,1385,1116,,22.02497121
cowles_cotton_von_tilzer_cowles,Cotton,"Von Tilzer, Albert",1907,,R,2/4,0,0,0.132945575,['2/4@0.0'],0,"(2387, 2343)",0.98156682,,71.79197623,53.80017079,1346,1171,,17.99180543
cowles_cotton_babes_cowles,Cotton Babes,"Wenrich, Percy",1909,,R,2/4,0,0,0.143656716,['2/4@0.0'],0,"(2228, 2228)",1,,70.77369769,53.40017905,1171,1117,,17.37351864
macdonald_cotton_belt_rag_obryan_macdonald,Cotton Belt Rag,"O'Bryan, J. H.",1908,,R,2/4,0,0,0.997231451,['2/4@0.0'],0,"(1806, 1806)",1,,75.4260355,53.2037422,845,962,,22.2222933
electriclef_witherwax_cotton_bolls_witherwax,Cotton Bolls,"Hunter, Charles H.",1901,,R,4/4,1.5,4,1,['4/4@0.0'],4,"(1919, 1919)",1,,71.74164134,54.37947725,987,1033,,17.36216409
misc_sequencers_f_l_cotton_bolls_hamilton_ex_decker,Cotton Bolls,"Hunter, Charles H.",1901,,R,4/4,1.263156,4,1,['4/4@0.0'],4,"(1919, 1919)",1,,71.78419453,54.38722168,987,1033,,17.39697284
decker_kermit_laura_morgan_msn_midibiz_btd_cotton_bolls_unk1_ex_midibiz,Cotton Bolls,"Hunter, Charles H.",1901,,R,4/4,0,0,1,['4/4@0.0'],0,"(1919, 1919)",1,,71.78419453,54.3678606,987,1033,,17.41633393
macdonald_cotton_bolls_macdonald,Cotton Bolls,"Hunter, Charles H.",1901,,R,4/4,0,0,1,['4/4@0.0'],0,"(1917, 1917)",1,,71.7857868,54.3678606,985,1033,,17.4179262
macdonald_cotton_patch_a_tyler_macdonald,"Cotton Patch, A","Tyler, Charles A.",1902,,R,2/4,0,0,1,['2/4@0.0'],0,"(2415, 2415)",1,,73.17867232,50.63718264,1416,1221,,22.54148968
summers_cotton_states_rag_summers,Cotton States Rag,"McKnight, Annie Ford",1910,,R,2/4,0,0,1,['2/4@0.0'],0,"(2380, 2380)",1,,75.08241354,55.91530318,1359,1039,,19.16711036
cowles_cotton_time_cowles,Cotton Time,"Daniels, Charles N.",1910,,M,2/4,1.068452808,1.495833333,0.140736342,['2/4@0.0'],1.5,"(1698, 1659)",0.977031802,,69.84326019,53.76550868,957,806,,16.0777515
misc_sequencers_m_r_counterfeit_rag_palmer_ex_laura,Counterfeit Rag,"Palmer, Luke",2000,,Y,4/4,0,0,0.99844479,['4/4@0.0'],0,"(645, 644)",0.998449612,,73.75149701,50.40483384,334,331,,23.34666317
misc_sequencers_a_e_country_club_boudrant,Country Club,"Joplin, Scott",1909,,R,4/4,0,0,0.977457169,['4/4@0.0'],0,"(2214, 2181)",0.985094851,,55.61079545,74.31717011,1056,1258,,-18.70637466
misc_sequencers_f_l_country_club_hobbs,Country Club,"Joplin, Scott",1909,,R,2/4,2.9625,3.95,0.867753623,['2/4@0.0'],2,"(2185, 1946)",0.890617849,,74.19352227,55.63317536,1235,1055,,18.56034691
schwartz_country_club_schwartz,Country Club,"Joplin, Scott",1909,,R,2/4,1.684782187,1.9375,0.83008609,['2/4@0.0'],1.9375,"(2179, 2156)",0.989444699,,74.22945484,55.64962121,1229,1056,,18.57983363
cowles_country_club_cowles,Country Club,"Joplin, Scott",1909,,R,2/4,1.79296875,1.9125,0.15600907,['2/4@0.0'],1.916666667,"(2176, 2151)",0.988511029,,74.27547771,55.64136622,1256,1054,,18.63411148
macdonald_country_club_macdonald,Country Club,"Joplin, Scott",1909,,R,2/4,0,0,0.987301587,['2/4@0.0'],0,"(2504, 2215)",0.884584665,,75.85584416,55.62108262,1540,1053,,20.23476153
misc_sequencers_a_e_cow_traps_davidson,Cow Traps,"Davidson, Hamish",2000,,Y,4/4,0,0,0.51925078,['4/4@0.0'],0,"(2036, 1879)",0.922888016,,69.41120815,48.30656219,1374,1021,,21.10464596
mezjuev_cowboy_without_indians_rag_the_shockley_ex_mezjuev,"Cowboy Without Indians Rag, The","Shockley, William M.",1992,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2131, 2131)",1,,73.00284091,49.36466591,1408,883,,23.638175
macdonald_crab_apples_macdonald,Crab Apples,"Wenrich, Percy",1908,,R,2/4,0,0,0.996373057,['2/4@0.0'],0,"(1966, 1966)",1,,70.02865613,53.5075188,1012,1064,,16.52113733
wilson_cracked_ice_rag_wilson,Cracked Ice Rag,"Cobb, George L.",1918,,R,2/4,0,0,0.995804196,['2/4@0.0'],0,"(2551, 2547)",0.998431987,,74.27861089,55.23832924,1267,1628,,19.04028165
cowles_crazy_bone_rag_cowles,Crazy Bone Rag,"Johnson, Charles L.",1913,,R,2/4,1.153846,2,0.188459942,['2/4@0.0'],2,"(2409, 2299)",0.9543379,,72.64015152,53.88797364,1320,1214,,18.75217787
schwartz_crazy_rhythm_schwartz,Crazy Rhythm,"Kahn, Roger Wolfe & Meyer, Joseph",1928,,S,4/4,0.578123073,2.697916667,0.013065327,['4/4@0.0'],2.75,"(1006, 731)",0.726640159,,77.54977876,51.10080645,904,496,,26.44897231
misc_sequencers_m_r_crazylegs_mcclellan,Crazylegs,"McClellan, George",1993,,Y,4/4,0.3,1,0.997629208,['4/4@0.0'],1,"(2081, 2076)",0.997597309,,73.12350299,54.3003992,1336,1002,,18.82310379
misc_sequencers_m_r_creek_street_mcclellan,Creek Street,"McClellan, George",1997,,Y,4/4,0,0,0.9622127,['4/4@0.0'],0,"(2591, 2494)",0.962562717,,73.87691366,51.77849265,1633,1088,,22.09842101
cowles_creole_belles_cowles,Creole Belles,"Lampe, J. Bodewalt",1900,,M,2/4,1.132076,2,0.186964795,['2/4@0.0'],2,"(2207, 2206)",0.999546896,,73.06057866,53.50088968,1106,1124,,19.55968898
macdonald_creole_belles_march_two_step_macdonald,Creole Belles,"Lampe, J. Bodewalt",1900,,M,2/4,0,0,1,['2/4@0.0'],0,"(2212, 2212)",1,,73.04598738,53.48266667,1109,1125,,19.56332071
schwartz_cricket_schwartz,Cricket,"McClellan, George",1995,,Y,4/4,0,0,0.791562029,['4/4@0.0'],0,"(2027, 1710)",0.843611248,,74.83772538,56.23798883,1442,895,,18.59973655
macdonald_crimson_rambler_macdonald,Crimson Rambler,"Tierney, Harry Austin",1911,,R,2/4,0,0,1,['2/4@0.0'],0,"(2072, 2072)",1,,72.20542636,53.53113553,1032,1092,,18.67429083
misc_sequencers_a_e_crush_collision_march_the_boudrant,"Crush Collision March, The","Joplin, Scott",1896,,M,4/4,0.9,3,0.664390244,['4/4@0.0'],3,"(3087, 2985)",0.966958212,,53.75631769,74.56128221,1662,1591,,-20.80496452
misc_sequencers_unks_crush_collision_march_the_unk_ex_brunk,"Crush Collision March, The","Joplin, Scott",1896,,M,4/4,0.972972,3,0.983242024,['4/4@0.0'],3,"(3103, 3051)",0.983242024,,73.59986816,52.9804759,1517,1639,,20.61939226
misc_sequencers_f_l_crush_collision_march_the_haley_ex_cowles,"Crush Collision March, The","Joplin, Scott",1896,,M,4/4,0.972972,3,0.983242024,['4/4@0.0'],3,"(3131, 3079)",0.983391888,,73.63255814,52.9804759,1505,1639,,20.65208224
macdonald_crush_collision_march_the_macdonald,"Crush Collision March, The","Joplin, Scott",1896,,M,4/4,0.898248,3,0.962153344,['4/4@0.0'],3,"(3405, 3053)",0.896622614,,75.51560102,53.39209536,1955,1594,,22.12350567
wilson_cubanola_glide_the_wilson,"Cubanola Glide, The","Von Tilzer, Harry",1909,,R,2/4,0,0,0.997801231,['2/4@0.0'],0,"(2274, 2274)",1,,70.25168036,51.30899377,1339,1123,,18.94268659
macdonald_cubanola_glide_the_macdonald,"Cubanola Glide, The","Von Tilzer, Harry",1909,,R,2/4,0,0,0.991189427,['2/4@0.0'],0,"(2270, 2265)",0.997797357,,70.27994012,51.32085561,1336,1122,,18.9590845
reublin_cubanola_glide_the_reublin,"Cubanola Glide, The","Von Tilzer, Harry",1909,,R,2/4,0,0,1,['2/4@0.0'],0,"(2252, 2252)",1,,69.23434343,49.79288703,1485,956,,19.44145641
electriclef_witherwax_cum_bac_witherwax,Cum Bac,"Johnson, Charles L.",1911,,R,2/4,1.5,2,0.989734018,['2/4@0.0'],2,"(2165, 2143)",0.989838337,,71.15298185,54.43474265,1157,1088,,16.7182392
cowles_cum_bac_cowles,Cum Bac,"Johnson, Charles L.",1911,,R,2/4,0,0,0.134857676,['2/4@0.0'],0,"(2165, 2143)",0.989838337,,71.17891098,54.42922794,1157,1088,,16.74968304
macdonald_cum_bac_macdonald,Cum Bac,"Johnson, Charles L.",1911,,R,2/4,0,0,0.989734018,['2/4@0.0'],0,"(2165, 2143)",0.989838337,,71.17891098,54.42738971,1157,1088,,16.75152127
cowles_curly_blake_cowles,Curly,"Blake, Charlotte",1907,,M,2/4,0.82417625,1.25,0.150100402,['2/4@0.0'],1.25,"(2034, 2034)",1,,75.09018182,53.98239437,1375,852,,21.10778745
misc_sequencers_a_e_customs_officer_the_dee,"Customs Officer, The","Dee, Jim",2006,,Y,2/4,0,0,0.991889152,['2/4@0.0'],0,"(3439, 3414)",0.992730445,,72.75617284,54.55617021,1620,2350,,18.20000263
cowles_cuttin_up_cowles,Cuttin' Up,"Haskell, Charles G.",1906,,R,2/4,1.1538465,1.5,0.117375705,['2/4@0.0'],1.5,"(1947, 1947)",1,,69.27407407,50.92061742,1080,907,,18.35345665
watanabe_cyclone_in_darktown_a_watanabe149,"Cyclone In Darktown, A","Barnard, George D.",1910,,R,2/4,0,0,0.995145631,['2/4@0.0'],0,"(2512, 2500)",0.99522293,,75.35883548,53.9042077,1477,1117,,21.45462778
macdonald_cyclone_in_darktown_a_macdonald,"Cyclone In Darktown, A","Barnard, George D.",1910,,R,2/4,0,0,0.995184591,['2/4@0.0'],0,"(2538, 2526)",0.995271868,,75.46812886,53.72727273,1459,1144,,21.74085613
hiawatha_radna_cyclops_rag_radna,Cyclops Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1730, 1730)",1,,75.97854077,52.10522023,699,1226,,23.87332054
schwartz_daintiness_rag_schwartz,Daintiness Rag,"Johnson, James P.",1916c/ c1963,1902-1919,R,4/4,0,0,0.057633974,['4/4@0.0'],0,"(2043, 1658)",0.81155164,,77.66613546,53.85327869,1255,1220,,23.81285677
wilson_daintiness_rag_wilson,Daintiness Rag,"Johnson, James P.",1916c/ c1963,1902-1919,R,2/2,0,0,0.931104357,['2/2@0.0'],0.0,"(2040, 2031)",0.995588235,,77.97895792,52.97813765,998,1235,,25.00082026
reublin_daisy_rag_heltman_reublin,Daisy Rag,"Heltman, Fred",1908,,R,2/4,0,0,0.994813767,['2/4@0.0'],0,"(2125, 2114)",0.994823529,,71.32018717,50.97177419,1496,744,,20.34841297
mezjuev_daisy_variations_rag_pallejá_ex_mezjuev,Daisy Variations Rag,"Pallej‚àö¬∞, Ezequiel",1999,,Y,4/4,0.783333725,1.175,0.033237822,['3/4@0.0'],2.5,"(1756, 1383)",0.787585421,,71.84988628,50.89235569,1319,641,,20.95753058
macdonald_dakota_rag_macdonald,Dakota Rag,"Anderson, O. H.",1899,,R,2/4,0.2773155,0.5,0.972463768,['2/4@0.0'],0.5,"(2070, 2018)",0.974879227,,70.64035088,52.31226054,1026,1044,,18.32809034
