fileid,title,composer,year,year_alt,rtctype,ts_pm,silence_pm,silence_beats_pm,quant_pct_pm,ts_m21,silence_beats_m21,quant_m21,onset_pct_m21,true_ts,part0_avgpitch,part1_avgpitch,part0_numnotes,part1_numnotes,do_not_use,part_pitch_diff
misc_sequencers_a_e_modernistic_rag_bolling_bolling,Modernistic Rag,"Bolling, Claude",1980,,Y,4/4,0,0,0.011390887,['3/4@0.0'],2.5,"(1678, 1540)",0.917759237,,73.05697674,53.34853801,860,855,,19.70843873
electriclef_witherwax_modesty_rag_witherwax,Modesty Rag,"Scott, James",1920,,R,2/4,1.904762,2,0.999136069,['2/4@0.0'],2,"(2235, 2233)",0.999105145,,77.6070442,53.66723404,1448,1175,,23.93981016
misc_sequencers_a_e_modesty_rag_electriclef_music_ex_decker,Modesty Rag,"Scott, James",1920,,R,2/4,1.188118,2,0.999136069,['2/4@0.0'],2,"(2235, 2233)",0.999105145,,77.6070442,53.66723404,1448,1175,,23.93981016
macdonald_modesty_rag_macdonald,Modesty Rag,"Scott, James",1920,,R,2/4,0,0,0.999135696,['2/4@0.0'],0,"(2278, 2276)",0.999122037,,77.76156069,53.62068966,1384,1189,,24.14087104
cowles_moonlight_in_dixie_cowles,Moonlight In Dixie,"Clement, Fred W.",1904,,R,2/4,0,0,0.112849692,['2/4@0.0'],0,"(2169, 2169)",1,,68.79769392,54.19917695,954,1215,,14.59851697
cowles_moonlight_rag_cowles,Moonlight Rag,"Lodge, Thomas Henry",1913,,R,2/2,0.9974349,1.620833333,0.109450338,['2/2@0.0'],3.25,"(2074, 2044)",0.985535198,,69.5739868,54.96051333,1061,1013,,14.61347348
macdonald_moonshine_rag_macdonald,Moonshine Rag,"Hudson, Edward",1916,,R,2/4,0,0,0.921751281,['2/4@0.0'],0,"(2170, 2002)",0.922580645,,74.23565755,53.76378676,1133,1088,,20.47187078
hiawatha_radna_moonstone_rag_radna,Moonstone Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2856, 2856)",1,,69.0156438,50.46838082,1662,1439,,18.54726298
macdonald_moose_rag_macdonald,Moose Rag,"Johnson, Ted",1910,,R,2/4,0,0,0.99710704,['2/4@0.0'],0,"(2106, 2100)",0.997150997,,72.0990566,52.55896226,1272,848,,19.54009434
cowles_mop_rag_eaton_cowles,Mop Rag,"Eaton, Helen S.",1909,,R,2/4,0,0,0.136986301,['2/4@0.0'],0,"(2415, 2415)",1,,70.76812635,50.59446565,1393,1048,,20.1736607
odell_morgan_hill_rag_odell,Morgan Hill Rag,"O'Dell, Ron",2007,,Y,2/4,3.913038,6,0.998986829,['2/4@0.0'],2,"(1922, 1921)",0.999479709,,69.74003795,49.50435624,1054,1033,,20.23568171
hiawatha_radna_morrigans_cakewalk_radna,Morrigan's Cakewalk,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2010, 2010)",1,,75.13723917,49.68987342,1246,948,,25.44736575
macdonald_motor_bus_macdonald,Motor Bus,"Houston, Annie",1914,,R,2/4,0,0,0.997757009,['2/4@0.0'],0,"(2781, 2781)",1,,77.14299517,49.96620908,2070,947,,27.17678609
macdonald_movie_rag_macdonald,Movie Rag,"Zamecnik, John S.",1913,,R,4/4,0.937695,3,0.997590361,['4/4@0.0'],3,"(2130, 2130)",1,,70.65639166,53.98595259,1103,1139,,16.67043907
misc_sequencers_m_r_mr_jelly_lord_meddings,Mr Jelly Lord,"Morton, Jelly Roll",1923,,N,4/4,2.170541333,4.666666667,0.179404666,['4/4@0.0'],4,"(3987, 2803)",0.703034863,,76.14353543,53.51801496,2738,1471,,22.62552047
ex_mathew_mr_rooster_dahmén_ex_mathew,Mr Rooster,"Lampe, J. Bodewalt",1910,,M,2/4,0,0,0.00244978,['3/4@0.0'],1.4375,"(2135, 2078)",0.973302108,,69.88490409,49.46322068,1199,1006,,20.42168341
roache_mule_walk_roache,Mule Walk,"Johnson, James P.",1939,,N,4/4,1,4,0.035684647,['4/4@0.0'],4,"(2580, 2034)",0.788372093,,75.10993096,52.53333333,1883,1170,,22.57659763
misc_sequencers_a_e_multicultural_rag_davidson,Multicultural Rag,"Davidson, Hamish",2001,,Y,4/4,0,0,0.98388582,['4/4@0.0'],0,"(2322, 2295)",0.988372093,,69.78367003,49.71040724,1188,1326,,20.07326279
macdonald_music_box_rag_the_macdonald,"Music Box Rag, The","Roberts, C. ""Lucky""",1914,,F,4/4,1.42405125,3.75,0.990433031,['4/4@0.0'],3.75,"(1972, 1969)",0.998478702,,73.69772905,53.97261774,1277,913,,19.72511131
wilson_muslin_rag_wilson,Muslin Rag,"Kaufman, Mel B.",1918,,R,4/4,0,0,0.749011858,['4/4@0.0'],0,"(2541, 2078)",0.817788272,,76.2937788,54.37857143,1736,1260,,21.91520737
cowles_mutilation_rag_cowles,Mutilation Rag,"Randale, Zema (arr. Van Buren, Burrell)",1915,,R,4/4,1.4999985,3.5,0.139375476,['4/4@0.0'],3.5,"(2665, 2644)",0.992120075,,77.15134529,54.4750763,1784,983,,22.67626899
macdonald_mutt_and_jeff_eubank_macdonald,Mutt And Jeff,"Eubank, Phillip E.",1912,,R,2/4,0,0,0.998087345,['2/4@0.0'],0,"(3139, 3133)",0.998088563,,71.97723971,51.27173913,2065,1380,,20.70550058
schwartz_my_blue_heaven_schwartz,My Blue Heaven,"Donaldson, Walter",1927,,S,2/2,0,0,0.751070664,['2/2@0.0'],0,"(2113, 1859)",0.879791765,,71.12454479,56.0406746,1373,1008,,15.08387019
misc_sequencers_f_l_my_dixie_land_daisy_kass,My Dixie Land Daisy,"Hoffman, Max",1903,,S,2/4,0.3,0.5,1,['2/4@0.0'],0.5,"(1180, 1180)",1,,67.37554585,50.63031423,687,541,,16.74523162
ex_mathew_my_filipino_princess_dahmén_ex_mathew,My Filipino Princess,"Hubbell, John Raymond",1899,,R,2/4,0,0,0.006827309,['2/4@0.0'],0,"(2490, 2400)",0.963855422,,74.2005231,54.33139111,1147,1373,,19.86913199
cowles_my_pet_confrey_cowles,My Pet,"Confrey, Zez",1921,,N,2/2,0,0,0.081179138,['2/2@0.0'],0,"(2189, 1978)",0.903608954,,72.46394984,56.78462913,1276,1119,,15.67932071
schwartz_my_pet_confrey_schwartz,My Pet,"Confrey, Zez",1921,,N,2/2,0,0,0.817975488,['2/2@0.0'],0,"(2240, 2019)",0.901339286,,72.39602555,56.60320452,1409,1061,,15.79282103
misc_sequencers_m_r_my_pet_confrey_marsh_ex_msn,My Pet,"Confrey, Zez",1921,,N,4/4,1.463416,4,0.906046512,['4/4@0.0'],4,"(2157, 1961)",0.909133055,,72.45062241,56.44423792,1205,1076,,16.00638449
misc_sequencers_f_l_my_pet_confrey_hobbs,My Pet,"Confrey, Zez",1921,,N,2/4,2.086956,4,0.735942029,['2/4@0.0'],2,"(3492, 2699)",0.772909507,,72.32199329,53.38153428,2087,1473,,18.94045901
misc_sequencers_f_l_my_pretty_little_kickapoo_kass,My Pretty Little Kickapoo,"Von Tilzer, Harry",1904,,S,2/4,1.24999875,1.875,0.993514916,['2/4@0.0'],1.875,"(1538, 1528)",0.993498049,,64.88815789,47.45400593,912,674,,17.43415196
schwartz_naked_dance_the_schwartz,"Naked Dance, The","Jackson, Tony (arr. Morton, Jelly Roll)",1902,,N,4/4,0,0,0.864074915,['4/4@0.0'],0,"(3613, 3601)",0.99667866,,74.1978022,54.42963753,2002,1876,,19.76816467
watanabe_nappy_lee_watanabe034,Nappy Lee,"Jordan, Joe",1903,,R,2/4,0,0,0.977849562,['2/4@0.0'],0,"(2156, 2108)",0.977736549,,74.61728395,52.70664207,1134,1084,,21.91064188
macdonald_nappy_lee_macdonald,Nappy Lee,"Jordan, Joe",1903,,R,2/4,0,0,0.977869986,['2/4@0.0'],0,"(2159, 2111)",0.977767485,,74.63940193,52.70664207,1137,1084,,21.93275987
electriclef_witherwax_nappy_lee_witherwax,Nappy Lee,"Jordan, Joe",1903,,R,2/4,1.578948,2,0.977869986,['2/4@0.0'],2,"(2159, 2111)",0.977767485,,74.63324538,52.67158672,1137,1084,,21.96165867
wilson_new_black_eagle_buck_the_wilson,"New Black Eagle Buck, The","Morath, Max",1976,,Y,2/2,0,0,0.995759118,['2/2@0.0'],0,"(2431, 2421)",0.995886466,,73.69039146,52.83814523,1405,1143,,20.85224623
misc_sequencers_s_z_excl_unks_new_ditty_rag_the_shockley,"New Ditty Rag, The","Shockley, William M.",1996,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2462, 2462)",1,,72.86189069,56.2433362,1354,1163,,16.61855449
electriclef_witherwax_new_era_rag_witherwax,New Era Rag,"Scott, James",1919,,R,2/4,1.2,2,0.964638783,['2/4@0.0'],2,"(2673, 2580)",0.965207632,,80.52876235,52.37815126,1721,1190,,28.15061109
macdonald_new_era_rag_macdonald,New Era Rag,"Scott, James",1919,,R,2/4,0,0,0.964598401,['2/4@0.0'],0,"(2667, 2574)",0.965129359,,80.51135702,52.31983122,1717,1185,,28.19152579
misc_sequencers_f_l_new_era_rag_hobbs,New Era Rag,"Scott, James",1919,,R,2/4,2.637364,4,0.712997746,['2/4@0.0'],2,"(2704, 2149)",0.794748521,,80.66685552,52.2613828,1765,1186,,28.40547272
cowles_new_hippodrome_the_cowles,"New Hippodrome, The","Schultz, Herman E.",1914,,R,2/4,0.002777779,0.004166667,0.109606299,['2/4@0.0'],0,"(3161, 3161)",1,,76.80758017,52.8156682,2058,1302,,23.99191197
hiawatha_radna_new_london_rag_radna,New London Rag,"Radna, Rudolf B.",2006,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1899, 1899)",1,,69.25938567,49.72262774,879,1096,,19.53675793
misc_sequencers_f_l_new_orleans_joys_haefner_ex_morgan,New Orleans Joys,"Morton, Jelly Roll",1925,,N,4/4,2.4,4,0.945534838,['4/4@0.0'],4,"(2304, 2223)",0.96484375,,75.20974889,51.57647059,1354,1190,,23.6332783
ex_mathew_new_orleans_joys_haefner_ex_mathew,New Orleans Joys,"Morton, Jelly Roll",1925,,N,4/4,2.4,4,0.945534838,['4/4@0.0'],4,"(2304, 2223)",0.96484375,,75.20974889,51.57647059,1354,1190,,23.6332783
hiawatha_radna_new_years_rag_radna,New Years Rag,"Radna, Rudolf B.",2008,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1726, 1726)",1,,72.28641251,50.88286067,1023,811,,21.40355185
ex_mathew_new_york_rag_durgan_dahmen_ex_mathew,New York Rag,George C. Durgan,1910,,R,2/4,0,0,0.000520562,['2/4@0.0'],1.4375,"(1921, 1902)",0.990109318,,74.62804878,54.33084312,984,937,,20.29720566
cowles_new_york_rag_durgan_cowles,New York Rag,George C. Durgan,1910,,R,2/4,0.9473685,1.5,0.117954071,['2/4@0.0'],1.5,"(1916, 1906)",0.994780793,,74.7238806,54.28125,1072,928,,20.4426306
hiawatha_radna_newport_rambler_the_radna,"Newport Rambler, The","Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2240, 2240)",1,,74.15990991,51.19720768,1332,1146,,22.96270223
cowles_niagara_rag_hanshaw_cowles,Niagara Rag,"Hanshaw, Laverne",1914,,R,2/4,0,0,0.112426036,['2/4@0.0'],0,"(2218, 2215)",0.99864743,,73.60163934,50.71361502,1220,1065,,22.88802432
macdonald_niagara_rag_hanshaw_macdonald,Niagara Rag,"Hanshaw, Laverne",1914,,R,2/4,0,0,0.995744681,['2/4@0.0'],0,"(1424, 1424)",1,,74.24234694,50.92082111,784,682,,23.32152582
roache_niantic_by_the_sea_roache,Niantic By The Sea,"Wilkes, Galen",1994,,Y,2/4,2.181818,2,0.811992945,['2/4@0.0'],2,"(2838, 2831)",0.997533474,,72.9879011,51.98767334,1901,1298,,21.00022776
cowles_nice_and_easy_cowles,Nice And Easy,"McKay, Cliff",1916,,R,4/4,0,0,0.071577195,['4/4@0.0'],0,"(2399, 2289)",0.954147561,,75.9014276,55.75183824,1471,1088,,20.14958936
wilson_nickel_in_the_slot_wilson,Nickel In The Slot,"Confrey, Zez",1923,,N,2/2,0,0,0.95892575,['2/2@0.0'],0,"(1905, 1869)",0.981102362,,72.07154882,53.40373396,1188,857,,18.66781487
macdonald_nigger_toe_macdonald,Nigger Toe,"Fischler, Harry A.",1910,,R,2/4,0,0,0.983974359,['2/4@0.0'],0,"(1866, 1840)",0.986066452,,72.38360656,54.61028684,915,1011,,17.77331971
misc_sequencers_s_z_excl_unks_night_owl_rag_thompson,Night Owl Rag,"Thompson, Gary",1990's ?,>1919,Y,2/4,1.08695625,1.25,1,['2/4@0.0'],1.25,"(2862, 2862)",1,,76.36410256,51.30964467,1755,1379,,25.05445789
reublin_nineteenth_19th_hole_the_reublin,"Nineteenth (19th) Hole, The","Wenrich, Percy",1922,,S,4/4,0,0,0.573068894,['4/4@0.0'],0,"(954, 932)",0.976939203,,66.32136445,49.92488263,557,426,,16.39648182
hiawatha_radna_no_name_key_rag_radna,No Name Key Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2429, 2429)",1,,67.54545455,48.79427549,1617,1118,,18.75117905
ex_mathew_nobody_home_cake_walk_dahmén_ex_mathew,Nobody Home Cake Walk,"Motzan, Otto",1915,,R,2/4,0,0,0.000605327,['2/4@0.0'],1.5625,"(1651, 1568)",0.949727438,,72.253,51.82910547,1000,749,,20.42389453
misc_sequencers_m_r_nogalese_sunset_newstead,Nogalese Sunset,"Newstead, Rachel",[modern],>1919,Y,4/4,0,0,1,['4/4@0.0'],0,"(2891, 2891)",1,,75.12827988,45.98514392,2058,1077,,29.14313597
misc_sequencers_m_r_nola_pomicter_ex_decker,Nola,"Arndt, Felix",1915,,N,4/4,1.714284,4,0.642403235,['4/4@0.0'],4,"(1734, 1122)",0.647058824,,66.75153644,50.71381579,1139,608,,16.03772065
schwartz_nola_schwartz,Nola,"Arndt, Felix",1915,,N,2/2,0,0,0.560479042,['2/2@0.0'],0,"(1785, 1260)",0.705882353,,69.36755772,52.97081413,1646,651,,16.39674358
misc_sequencers_a_e_nonpareil_the_boudrant,"Nonpareil, The","Joplin, Scott",1907,,R,4/4,0,0,0.999192572,['4/4@0.0'],0,"(2477, 2475)",0.999192572,,52.13047138,74.58305313,1188,1487,,-22.45258175
decker_kermit_laura_morgan_msn_midibiz_btd_nonpareil_the_unk_ex_decker,"Nonpareil, The","Joplin, Scott",1907,,R,2/4,3.2,4,0.806685461,['2/4@0.0'],2,"(2370, 2096)",0.884388186,,74.58080495,52.23224728,1615,1197,,22.34855767
misc_sequencers_f_l_nonpareil_the_hobbs,"Nonpareil, The","Joplin, Scott",1907,,R,2/4,2.790696,4,0.806685461,['2/4@0.0'],2,"(2370, 2096)",0.884388186,,74.58080495,52.23224728,1615,1197,,22.34855767
electriclef_witherwax_nonpareil_the_witherwax,"Nonpareil, The","Joplin, Scott",1907,,R,2/4,1.5,2,0.999193873,['2/4@0.0'],2,"(2434, 2432)",0.999178307,,74.65725542,52.25062867,1523,1193,,22.40662675
trachtman_nonpareil_the_trachtman,"Nonpareil, The","Joplin, Scott",1907,,R,2/4,1.714284,2,0.999193873,['2/4@0.0'],2,"(2466, 2464)",0.99918897,,74.64516129,52.06734868,1519,1173,,22.57781261
macdonald_nonpareil_the_macdonald,"Nonpareil, The","Joplin, Scott",1907,,R,2/4,0,0,0.999193873,['2/4@0.0'],0,"(2735, 2467)",0.902010969,,75.86448848,52.241841,1867,1195,,23.62264748
cowles_noodles_cowles,Noodles,"Wenrich, Percy",1906,,R,2/4,0,0,0.114816579,['2/4@0.0'],0,"(2105, 2105)",1,,67.81484375,51.72386588,1280,1014,,16.09097787
macdonald_nothing_doin_macdonald,Nothing Doin',"Neal, Frances Willard",1914,,R,2/4,0.892857625,1.375,0.7860235,['2/4@0.0'],1.375,"(1657, 1311)",0.791188896,,75.56276687,52.0352,1171,625,,23.52756687
cowles_notoriety_widmer_cowles,Notoriety,"Widmer, Kathryn L.",1913,,R,2/4,0.683907875,0.991666667,0.132310642,['2/4@0.0'],1,"(2093, 1911)",0.913043478,,73.50439239,52.95542857,1366,875,,20.54896382
wilson_novelty_rag_aufderheide_wilson,Novelty Rag,"Aufderheide, May Frances",1911,,R,2/4,0,0,0.974257426,['2/4@0.0'],0,"(2460, 2414)",0.981300813,,70.76910954,55.36335013,1269,1588,,15.40575941
macdonald_novelty_rag_aufderheide_macdonald,Novelty Rag,"Aufderheide, May Frances",1911,,R,2/4,1.16253375,1.75,0.975670308,['2/4@0.0'],1.75,"(2333, 2010)",0.86155165,,73.84910655,54.00098619,1511,1014,,19.84812036
schwartz_numb_fumblin_schwartz,Numb Fumblin',"Waller, Thomas ""Fats""",1935,,B,4/4,0,0,0.611351351,['4/4@0.0'],0,"(1930, 1386)",0.718134715,,76.36946761,51.71354839,1559,775,,24.65591922
roache_occident_express_roache,Occident Express,"Frost, Robin",1983,,Y,4/4,1.170732,4,0.485458613,['4/4@0.0'],4,"(2669, 2112)",0.791307606,,76.48979592,55.70548523,1813,1185,,20.78431069
cowles_octopus_rag_the_cowles,"Octopus Rag, The","Erlan, John Oliver",1907,,R,2/4,0,0,0.147058824,['2/4@0.0'],0,"(2020, 2020)",1,,73.60168067,53.9287169,1190,982,,19.67296377
misc_sequencers_f_l_odeon_haley_ex_cowles,Odeon,"Nazareth, Ernesto & Mauricio, Hubaldo",1910,,P,2/4,0.7894725,1.25,0.98961039,['2/4@0.0'],1.25,"(1925, 1901)",0.987532468,,52.81132075,68.98672566,795,1130,,-16.17540491
misc_sequencers_f_l_oh_oh_miss_caroline_kass,Oh Oh Miss Caroline,"Geary, T. Mayo",1901,,S,2/4,0,0,1,['2/4@0.0'],0,"(500, 500)",1,,69.44144144,52.38834951,333,206,,17.05309193
misc_sequencers_f_l_oh_that_beautiful_rag_kass,Oh That Beautiful Rag,"Snyder, Ted",1910,,R,2/4,0.9375,1.25,1,['2/4@0.0'],1.25,"(1946, 1946)",1,,69.66666667,52.69938017,1107,968,,16.9672865
summers_oh_that_beautiful_rag_summers,Oh That Beautiful Rag,"Snyder, Ted",1910,,R,2/4,0,0,1,['2/4@0.0'],0,"(2516, 2516)",1,,70.68174204,52.83516484,1194,1729,,17.84657721
cowles_oh_you_turkey_cowles,Oh You Turkey,"Lodge, Thomas Henry",1914,,R,2/4,0,0,0.145948666,['2/4@0.0'],0,"(2021, 1980)",0.979713013,,73.74897119,55.17789474,1215,950,,18.57107646
watanabe_oh_you_devil_watanabe213,"Oh, You Devil","Dabney, Ford T.",1909,,R,4/4,0,0,0.974614687,['4/4@0.0'],0,"(2828, 2792)",0.987270156,,72.52372784,53.48304543,1749,1563,,19.04068242
macdonald_oh_you_devil_macdonald,"Oh, You Devil","Dabney, Ford T.",1909,,R,4/4,1.206898,3.5,0.976417234,['4/4@0.0'],3.5,"(2310, 2258)",0.977489177,,72.95313627,53.07293666,1387,1042,,19.88019961
misc_sequencers_f_l_oh_you_million_dollar_doll_kass,"Oh, You Million Dollar Doll","Abrahams, Maurice",1913,,S,4/4,0,0,1,['4/4@0.0'],0,"(241, 241)",1,,66.32236842,49.77142857,152,105,,16.55093985
cowles_oh_oh_oh_cowles,Oh! Oh! Oh!,"Smalley, Victor H.  & Maggio, A.",1910,,R,2/4,0.002631579,0.004166667,0.110612855,['2/4@0.0'],0,"(2029, 1989)",0.980285855,,68.12602965,55.2262931,1214,928,,12.89973655
cowles_ojos_criollos_cowles,Ojos Criollos,"Gottschalk, Louis Moreau",1859,,,2/4,0,0,0.175578035,['2/4@0.0'],0,"(1384, 1105)",0.798410405,,86.81596452,56.29245283,902,530,,30.52351169
misc_sequencers_m_r_ol_bighands_rag_mcclellan,Ol' Bighand's Rag,"McClellan, George",1997,,Y,4/4,1.09285605,2.55,0.71959883,['4/4@0.0'],2.5,"(2394, 2331)",0.973684211,,74.71077655,51.65302911,1262,1271,,23.05774743
macdonald_old_crow_rag_macdonald,Old Crow Rag,"Botsford, George",1909,,R,2/4,0.919305,1.5,0.99172642,['2/4@0.0'],1.5,"(1839, 1829)",0.994562262,,70.18835305,53.49699158,1099,831,,16.69136147
misc_sequencers_s_z_excl_unks_old_ditty_rag_the_shockley,"Old Ditty Rag, The","Shockley, William M.",1996,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2683, 2683)",1,,71.8274718,52.4454343,1507,1347,,19.3820375
misc_sequencers_a_e_old_george_davidson,Old George,"Davidson, Hamish",2001,,Y,4/4,0,0,0.690104167,['4/4@0.0'],0,"(2446, 1933)",0.790269828,,70.0764774,51.20822838,1726,1191,,18.86824902
wilson_old_home_rag_the_wilson,"Old Home Rag, The","Lamb, Joseph F.",1907-14/ c1959,1902-1919,R,2/4,1.285713,1.5,1,['2/4@0.0'],1.5,"(2262, 2262)",1,,74.51508621,55.36440678,1392,1062,,19.15067943
cowles_old_swanee_rag_cowles,Old Swanee Rag,"Grady, Richard Grant",1913,,R,2/4,0.003289475,0.004166667,0.147155361,['2/4@0.0'],0,"(1894, 1894)",1,,70.34500876,52.3263288,1142,809,,18.01867996
macdonald_old_virginia_rag_macdonald,Old Virginia Rag,"Douglass, Clyde D.",1907,,M,2/4,0.92592625,1.25,1,['2/4@0.0'],1.25,"(1125, 1125)",1,,69.47653959,54.14837398,682,492,,15.32816561
hiawatha_radna_old_washboard_rag_radna,Old Washboard Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2219, 2219)",1,,69.47427653,46.56500956,1244,1046,,22.90926697
macdonald_ole_virginny_barbecue_macdonald,Ole Virginny Barbecue,"Andino, J. E.",1899,,M,2/4,0,0,0.978547855,['2/4@0.0'],0,"(2435, 2383)",0.978644764,,70.89138306,54.22731278,1381,1135,,16.66407028
watanabe_ole_virginny_barbecue_watanabe147,Ole Virginny Barbecue,"Andino, J. E.",1899,,M,2/4,0,0,0.980360065,['2/4@0.0'],0,"(2432, 2371)",0.974917763,,71.02320522,54.23672759,1379,1149,,16.78647763
hiawatha_radna_olive_rag_radna,Olive Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,0.998803351,['2/4@0.0'],0,"(2517, 2514)",0.998808105,,76.54721408,47.89630931,1705,1138,,28.65090476
ex_mathew_on_a_southern_plantation_dahmén_ex_mathew,On A Southern Plantation,"Petry, Walter E.",1899,,M,2/4,0,0,0.000429369,['2/4@0.0'],0,"(2354, 2232)",0.948173322,,74.14927647,52.76091082,1313,1054,,21.38836565
misc_sequencers_f_l_on_easy_street_jayne,On Easy Street,"MacEachron, J. Reginald",1901,,M,2/4,0,0,1,['2/4@0.0'],0,"(2171, 2171)",1,,73.38404453,54.40875912,1078,1096,,18.9752854
macdonald_on_easy_street_macdonald,On Easy Street,"MacEachron, J. Reginald",1901,,M,2/4,0,0,0.966863368,['2/4@0.0'],0,"(2266, 2195)",0.968667255,,74.12455516,53.97751873,1124,1201,,20.14703643
macdonald_on_emancipation_day_macdonald,On Emancipation Day,"Cook, Will Marion",1902,,M,2/4,0,0,0.992407809,['2/4@0.0'],0,"(1844, 1836)",0.995661605,,65.87055838,51.8852071,1182,845,,13.98535128
misc_sequencers_f_l_on_emancipation_day_kass,On Emancipation Day,"Cook, Will Marion",1902,,M,2/4,0,0,0.997357992,['2/4@0.0'],0,"(1514, 1510)",0.997357992,,67.1300905,52.25394737,884,760,,14.87614313
misc_sequencers_a_e_on_the_mississippi_bolling,On The Mississippi,"Carroll, Harry & Fields, Arthur",1912,,S,4/4,2.663886225,3.995833333,0.008027523,['4/4@0.0'],0,"(894, 854)",0.955257271,,74.54336283,53.33967391,565,368,,21.20368892
electriclef_witherwax_on_the_pike_witherwax,On The Pike,"Scott, James",1904,,R,2/4,1.363636,2,0.986363636,['2/4@0.0'],2,"(2233, 2203)",0.986565159,,73.83926941,49.90811639,1095,1306,,23.93115302
macdonald_on_the_pike_macdonald,On The Pike,"Scott, James",1904,,R,2/4,1.10526325,1.75,0.99092559,['2/4@0.0'],1.75,"(2249, 2229)",0.991107159,,74.9726673,49.9309816,1061,1304,,25.0416857
wilson_one_for_amelia_wilson,One For Amelia,"Morath, Max",1964,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2947, 2947)",1,,74.00720535,53.48747709,1943,1637,,20.51972826
wilson_one_for_norma_wilson,One For Norma,"Morath, Max",1976,,Y,2/4,0,0,0.984293194,['2/4@0.0'],0,"(2086, 2055)",0.985139022,,69.87369156,54.06867357,1433,1063,,15.80501799
macdonald_one_o_them_things_macdonald,One O' Them Things?,"Chapman, James & Smith, Leroy",1904,,R,2/4,0,0,0.99941928,['2/4@0.0'],0,"(1776, 1776)",1,,71.10574294,53.10231425,1097,821,,18.00342868
wilson_onion_skin_wilson,Onion Skin,"Albright, William",1985,,Y,2/4,0,0,0.939478958,['2/4@0.0'],0,"(3207, 3018)",0.941066417,,79.68453832,51.63114754,3693,1220,,28.05339077
misc_sequencers_s_z_excl_unks_opaque_rag_thompson,Opaque Rag,"Thompson, Gary",1996,,Y,2/4,1.125,1.5,1,['2/4@0.0'],1.5,"(2851, 2851)",1,,74.84034091,50.91816817,1760,1332,,23.92217274
misc_sequencers_a_e_open_her_up_pat_dee,"Open Her Up, Pat!","Dee, Jim",2007,,Y,2/4,0,0,0.943201377,['2/4@0.0'],0,"(3846, 3649)",0.948777951,,73.16640625,50.23027027,2560,1850,,22.93613598
wilson_opera_house_rag_wilson,Opera House Rag,"Darch, Robert R.",1960,,Y,2/4,0,0,0.989702517,['2/4@0.0'],0,"(2626, 2609)",0.993526276,,72.1807309,51.2345773,1505,1313,,20.94615359
macdonald_operatic_rag_lenzberg_macdonald,Operatic Rag,"Lenzberg, Julius",1914,,R,2/4,0,0,1,['2/4@0.0'],0,"(2022, 2022)",1,,73.18065548,51.41034103,1251,909,,21.77031444
misc_sequencers_f_l_operatic_rag_lenzberg_gilliland_ex_cowles,Operatic Rag,"Lenzberg, Julius",1914,,R,2/4,0,0,0.999501496,['2/4@0.0'],0,"(2022, 2021)",0.99950544,,73.04378421,50.8106576,1279,882,,22.23312661
misc_sequencers_s_z_excl_unks_operatic_rag_lenzberg_powell,Operatic Rag,"Lenzberg, Julius",1914,,R,2/4,0,0,0.999501496,['2/4@0.0'],0,"(2022, 2021)",0.99950544,,73.04378421,50.8106576,1279,882,,22.23312661
electriclef_witherwax_ophelia_rag_scott_witherwax,Ophelia Rag,"Scott, James",1910,,R,2/4,1.125,1.5,0.996057171,['2/4@0.0'],1.5,"(2036, 2028)",0.996070727,,75.26849543,55.45057034,1203,1052,,19.81792509
macdonald_ophelia_rag_scott_macdonald,Ophelia Rag,"Scott, James",1910,,R,2/4,1.1538465,1.5,0.996062992,['2/4@0.0'],1.5,"(2035, 2027)",0.996068796,,75.36162988,55.46641438,1178,1057,,19.8952155
reublin_oriental_eyes_reublin,Oriental Eyes,"Whiteman, Paul & Gro‚àö√ºe, Ferdie",1922,,S,4/4,0,0,0.990413421,['4/4@0.0'],0,"(1698, 1686)",0.992932862,,67.71293673,48.58468336,1059,679,,19.12825337
cowles_original_blues_the_barron_cowles,"Original Blues, The","Barron, Ted S.",1914,,B,2/4,1.174603233,1.233333333,0.117886179,['2/4@0.0'],1.25,"(1248, 1244)",0.996794872,,66.88788222,47.74459725,883,509,,19.14328497
macdonald_original_chicago_blues_the_white_macdonald,"Original Chicago Blues, The","White, James ""Slap""",1915,,B,2/4,1.07142875,1.25,0.956914524,['2/4@0.0'],1.25,"(1469, 1407)",0.957794418,,67.26970443,53.8427762,812,706,,13.42692823
misc_sequencers_a_e_original_rags_boudrant,Original Rags,"Joplin, Scott",1899,,R,4/4,0,0,0.992693457,['4/4@0.0'],0,"(3027, 3015)",0.996035679,,54.5248494,74.86048988,1328,1878,,-20.33564049
